,Unnamed: 0,publish_time,entry_date,username,video_title,tokenised_title,genre,words_in_names,min_views,max_views,exit_date,percentage_view_increase,sentiment,name_sentiment,emotion,sentiment_polarity,name_sentiment_polarity
276,344,2021-06-06T18:03:15Z,2021-06-07,Jaiden Animations,JaidenAnimations the Anime,"['jaidenanimations', 'anime']",Youtuber,"['ani', 'ion', 'ati', 'en', 'ni', 'ide', 'de', 'aid', 'id', 'mat', 'ma', 'ai', 'nim', 'den', 'ons', 'io', 'anima', 'aide', 'ti', 'animation', 'ima']",2141931,3610752,2021-06-09,0.6857461794987794,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
277,345,2021-06-06T23:44:27Z,2021-06-07,dednahype,Dad and Son.Real friendship?.Dednahype show #shorts,"['dad', 'sonreal', 'friendshipdednahype', 'shorts']",Youtuber,"['na', 'de', 'ah', 'edna', 'hy', 'ed', 'hyp']",2672271,12228502,2021-06-09,3.5760710646487577,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
278,346,2021-06-07T04:57:50Z,2021-06-07,SHOWTIME Sports,Mayweather vs. Paul: Post-Fight Press Conference | SHOWTIME PPV,"['mayweather', 'vs', 'paul', 'postfight', 'press', 'conference', 'showtime', 'ppv']",Traditional Media,"['ho', 'ow', 'time', 'spor', 'tim', 'po', 'sh', 'ti', 'sport', 'sho', 'ort', 'port', 'sports']",2220703,2609378,2021-06-09,0.17502340475065778,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
279,347,2021-06-06T11:30:42Z,2021-06-07,LockDownLife,I Survived 100 Days as an ENDERMAN in Hardcore Minecraft... Minecraft Hardcore 100 Days,"['survived', 'days', 'enderman', 'hardcore', 'minecraft', 'minecraft', 'hardcore', 'days']",Youtuber,"['lo', 'li', 'ow', 'ock', 'lock', 'fe', 'lif', 'dow', 'life', 'ife']",345751,398230,2021-06-07,0.15178264126495658,0.5106,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
280,348,2021-06-06T12:00:11Z,2021-06-07,Iliass TiiwTiiw,TiiwTiiw ft MORAD - FRONTERA NADA  ( CLIP OFFICIEL KHOSE ),"['tiiwtiiw', 'ft', 'morad', 'frontera', 'nada', 'clip', 'officiel', 'khose']",Youtuber,"['li', 'ilia', 'ti', 'lias', 'ass']",681531,2493913,2021-06-11,2.6592803555524247,0.0,-4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
281,349,2021-06-02T23:58:29Z,2021-06-07,Not What You Think,How to Deliver Humvees - Fast Edition #shorts,"['deliver', 'humvees', 'fast', 'edition', 'shorts']",Youtuber,"['think', 'yo', 'thin', 'wha', 'hin', 'ink', 'hat', 'hi', 'ha', 'th']",6112433,9814444,2021-06-09,0.6056526100163389,0.0,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 1.0}",neutral,positive
282,350,2021-06-07T04:00:05Z,2021-06-07,Justin Bieber,"Justin Bieber - Peaches (Remix) ft. Ludacris, Usher &amp; Snoop Dogg","['justin', 'bieber', 'peaches', 'remix', 'ft', 'ludacris', 'usher', 'snoop', 'dogg']",Youtuber,"['ju', 'ust', 'st', 'er', 'ti', 'tin', 'ber', 'justin', 'ie']",1022258,2130565,2021-06-09,1.0841754234253975,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
283,351,2021-06-06T19:34:53Z,2021-06-07,TheGrefg,MI NUEVO PC - TheGrefg,"['mi', 'nuevo', 'pc', 'thegrefg']",Youtuber,"['ref', 'th']",2285402,3360386,2021-06-10,0.4703697642690433,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
284,352,2021-06-06T00:49:40Z,2021-06-07,J053F,Todo sobre Tricky The Clown(Vs Clown) - Friday Night Funkin (FNF) PARTE 2,"['todo', 'sobre', 'tricky', 'clownvs', 'clown', 'friday', 'night', 'funkin', 'fnf', 'parte']",Youtuber,,436692,558778,2021-06-09,0.2795700402114076,-0.1531,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.25, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",negative,neutral
285,353,2021-06-06T20:05:28Z,2021-06-07,Technoblade,Visiting Dream [Dream SMP],"['visiting', 'dream', 'dream', 'smp']",Youtuber,"['de', 'tech', 'lade', 'ad', 'lad', 'blad', 'ade', 'blade', 'nob', 'la', 'tec', 'te']",3929022,4962786,2021-06-09,0.26310975097619715,0.25,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
286,354,2021-06-07T04:00:10Z,2021-06-07,Warner Bros. Pictures,In The Heights - First 8 Minutes,"['heights', 'minutes']",Trailer,"['tu', 'pic', 'war', 'ur', 'pict', 'arn', 'os', 'warner', 'ure', 'ar', 'tur', 'picture', 'ne', 'arne', 'ro', 'wa', 'es', 'pi', 'er', 'warn']",198671,381808,2021-06-08,0.9218104303094059,0.0,-2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
287,356,2021-06-07T14:59:58Z,2021-06-08,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,"['twice', 'alcoholfree', 'mv', 'teaser']",Traditional Media,"['ta', 'ai', 'entertainment', 'tai', 'er', 'te', 'enter', 'entertain', 'en', 'tain', 'men', 'ment']",2999106,6916094,2021-06-10,1.3060518701239636,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
288,357,2021-06-07T16:00:04Z,2021-06-08,WIRED,TWICE Answer the Web&#39;s Most Searched Questions | WIRED,"['twice', 'answer', 'webs', 'searched', 'questions', 'wired']",Traditional Media,"['red', 'ire', 'wir', 'wire', 'ed', 'wi']",553586,946813,2021-06-08,0.7103268507512834,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
289,359,2021-06-07T17:21:55Z,2021-06-08,Entertainment Tonight,Logan Paul and Floyd Mayweather Fight HIGHLIGHTS,"['logan', 'paul', 'floyd', 'mayweather', 'fight', 'highlights']",Traditional Media,"['nig', 'en', 'nigh', 'ni', 'ment', 'tonight', 'tai', 'enter', 'entertain', 'tain', 'ta', 'night', 'te', 'ai', 'ton', 'men', 'entertainment', 'er']",1396756,2737273,2021-06-09,0.9597359882470524,-0.3818,0.0,"{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",negative,neutral
290,361,2021-06-07T17:57:27Z,2021-06-08,FiLLo9Ϟ,تحليل التلميحة الاخيره(جبن يعطيك هيل😮),[],Youtuber,"['fill', 'lo', 'fi', 'ill']",2944015,4606571,2021-06-09,0.5647240248436234,0.0,-2.0,,neutral,negative
291,363,2021-06-07T12:34:19Z,2021-06-08,Deji,Deji Reacts To Logan Paul Vs Floyd Mayweather,"['deji', 'reacts', 'logan', 'paul', 'vs', 'floyd', 'mayweather']",Youtuber,"['ji', 'de']",901485,1076817,2021-06-09,0.19449242083894908,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
292,364,2021-06-07T19:40:22Z,2021-06-08,The Verge,Apple WWDC 2021 keynote in 23 minutes,"['apple', 'wwdc', 'keynote', 'minutes']",Traditional Media,"['ge', 'erg', 'verge', 'er', 'th']",516223,675543,2021-06-09,0.3086263107223041,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
293,366,2021-06-08T06:22:07Z,2021-06-08,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,"['fortnite', 'season']",Youtuber,"['om', 'lex', 'awesome', 'es', 'wes', 'ale', 'al', 'ex', 'awe', 'alex', 'aw']",1408864,1749784,2021-06-10,0.2419821927453608,0.0,4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
294,369,2021-06-08T06:50:00Z,2021-06-08,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),"['reacting', 'fortnite', 'season', 'trailer', 'battlepass', 'reaction', 'story', 'trailer']",Commercial,"['er', 'sypher', 'mo', 'ore', 'mor']",581093,758644,2021-06-10,0.30554661646242515,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
295,370,2021-06-07T20:10:02Z,2021-06-08,WadZee,I Built a DRAGON in Minecraft Hardcore (#44),"['built', 'dragon', 'minecraft', 'hardcore']",Youtuber,"['wad', 'ad', 'adze', 'zee', 'wa', 'adz']",1119055,1490531,2021-06-10,0.33195508710474464,0.0,0.0,"{'fear': 1.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
296,371,2021-06-08T15:00:01Z,2021-06-08,Mina Moon,1 minute of Faze Jarvis Training | YouTube VS TikTok,"['minute', 'faze', 'jarvis', 'training', 'youtube', 'vs', 'tiktok']",Youtuber,"['na', 'mina', 'moo', 'min', 'moon', 'mo', 'mi']",612055,1303568,2021-06-10,1.129821666353514,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
297,372,2021-06-08T09:03:59Z,2021-06-08,Lachlan,*NEW* SEASON 7 Rick &amp; Morty BATTLEPASS In Fortnite! (Superman + More),"['new', 'season', 'rick', 'morty', 'battlepass', 'fortnite', 'superman']",Traditional Media,"['lan', 'ach', 'la', 'lac']",906296,1595178,2021-06-11,0.7601070731858024,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,neutral
298,373,2021-06-07T17:59:57Z,2021-06-08,Power 106 Los Angeles,Polo G Freestyles Over DMX&#39;s &quot;Ruff Ryders&#39; Anthem&quot; - L.A. Leakers Freestyle #109,"['polo', 'g', 'freestyles', 'dmxs', 'ruff', 'ryders', 'anthem', 'la', 'leakers', 'freestyle']",Traditional Media,"['power', 'el', 'lo', 'os', 'es', 'ow', 'ge', 'ower', 'angel', 'les', 'po', 'er', 'gel', 'wer', 'owe', 'pow']",305495,453490,2021-06-09,0.4844432805774235,0.25,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
299,374,2021-06-07T10:33:45Z,2021-06-08,Clash Royale,Clash Royale: The Summer Update Is Here!,"['clash', 'royale', 'summer', 'update']",Commercial,"['roy', 'yale', 'ya', 'clash', 'ash', 'ale', 'ro', 'sh', 'lash', 'royale', 'al', 'royal', 'las', 'la']",3779067,4458869,2021-06-09,0.17988619942435527,0.0,-2.0,"{'fear': 0.0, 'anger': 0.5, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
300,375,2021-06-08T16:00:12Z,2021-06-09,Coldplay,Coldplay - Higher Power (Official Video),"['coldplay', 'higher', 'power', 'official', 'video']",Music,"['col', 'old', 'cold', 'lay', 'ay', 'play', 'la']",647903,3069019,2021-06-11,3.7368494975328095,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
301,376,2021-06-08T15:00:24Z,2021-06-09,J Balvin,"OTRO FILI - J BALVIN, JAY WHEELER (OFFICIAL TRAILER)","['otro', 'fili', 'j', 'balvin', 'jay', 'wheeler', 'official', 'trailer']",Trailer,"['alvin', 'ba', 'bal', 'al']",315774,796395,2021-06-11,1.5220410800129207,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
302,377,2021-06-08T06:56:48Z,2021-06-09,OhhMyJustinn,"Justin Bieber - PEACHES ft. Usher, Daniel Caesar, Ludacris, Snoop Dogg, Giveon","['justin', 'bieber', 'peaches', 'ft', 'usher', 'daniel', 'caesar', 'ludacris', 'snoop', 'dogg', 'giveon']",Youtuber,"['inn', 'ju', 'ust', 'oh', 'st', 'ti', 'tin', 'justin']",1953453,2235861,2021-06-09,0.1445686177246138,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
303,378,2021-06-08T12:00:10Z,2021-06-09,doominator gaming,FORTNITE SEASON 7! EVERYTHING YOU DID NOT KNOW,"['fortnite', 'season', 'know']",Youtuber,"['mina', 'ming', 'gamin', 'doom', 'ing', 'nat', 'ga', 'amin', 'om', 'gam', 'omina', 'min', 'ami', 'mi', 'na', 'tor', 'gaming']",1228602,1532740,2021-06-10,0.24754802613051255,0.0,-2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
304,380,2021-06-08T12:30:03Z,2021-06-09,notKeshav,iPhone 7 is AMAZING on iOS 15!,"['iphone', 'amazing', 'ios']",Youtuber,"['es', 'sh', 'ha', 'sha']",427712,523265,2021-06-09,0.223405001496334,0.7027,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,positive
305,381,2021-06-09T06:59:57Z,2021-06-09,King Leechy,Logan Paul vs. Floyd Mayweather Reaction/Commentary | THIS WAS DISRESPECTFUL!!!,"['logan', 'paul', 'vs', 'floyd', 'mayweather', 'reactioncommentary', 'disrespectful']",Youtuber,"['kin', 'leech', 'ing', 'lee', 'hy', 'king']",2565076,2929927,2021-06-09,0.14223789080713398,0.0,0.0,"{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.2, 'joy': 0.0}",neutral,neutral
306,382,2021-06-08T16:00:04Z,2021-06-09,Vogue,Selena Gomez  Breaks Down 15 Looks From 2007 to Now | Life in Looks | Vogue,"['selena', 'gomez', 'breaks', 'looks', 'life', 'looks', 'vogue']",Traditional Media,"['vog', 'gue', 'og']",1384874,3204151,2021-06-10,1.3136769121234133,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
307,383,2021-06-08T15:29:47Z,2021-06-09,Lachlan,Welcome to Fortnite Season 7! (Best Season Ever),"['welcome', 'fortnite', 'season', 'best', 'season']",Youtuber,"['lan', 'ach', 'la', 'lac']",1130803,1715319,2021-06-11,0.5169034747873856,0.5093,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
308,384,2021-06-08T12:47:30Z,2021-06-09,Fresh,SEASON 7 IS INSANE!,"['season', 'insane']",Youtuber,"['sh', 'resh', 'es']",1623226,2003540,2021-06-10,0.2342951628423892,-0.4574,0.0,"{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",negative,neutral
309,386,2021-06-08T09:40:56Z,2021-06-09,DanTDM Live,Fortnite Season 7 Actually Added This..,"['fortnite', 'season', 'actually', 'added']",Youtuber,"['dan', 'li', 'live', 'td', 'ant', 'liv', 'da']",491983,701981,2021-06-10,0.426839951786952,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
310,387,2021-06-08T01:41:53Z,2021-06-09,ibxtoycat,ALL 136 Features in Minecraft 1 17 (Caves And Cliffs),"['features', 'minecraft', 'caves', 'cliffs']",Traditional Media,"['cat', 'toy']",445526,557939,2021-06-09,0.2523152408613639,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
311,388,2021-06-09T02:01:09Z,2021-06-09,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,"['golden', 'buzzer', 'nightbirdes', 'original', 'song', 'makes', 'simon', 'cowell', 'emotional', 'americas', 'got', 'talent']",Traditional Media,"['got', 'en', 'tal', 'erica', 'alen', 'america', 'ta', 'len', 'lent', 'talent', 'al', 'eric', 'ame', 'mer', 'ale', 'er', 'ric', 'tale']",1666849,24707072,2021-06-26,13.822621605196392,0.6908,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,positive
312,389,2021-06-08T07:00:53Z,2021-06-09,dednahype,Monster vs Dad. Dednahype show #shorts,"['monster', 'vs', 'dad', 'dednahype', 'shorts']",Youtuber,"['na', 'de', 'ah', 'edna', 'hy', 'ed', 'hyp']",16380223,28044238,2021-06-10,0.7120791334769985,0.0,0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
313,391,2021-06-09T14:26:22Z,2021-06-09,TheJustin05,NEW FEATURES 1.17 | MINECRAFT BEDROCK,"['new', 'features', 'minecraft', 'bedrock']",Youtuber,"['ju', 'ust', 'st', 'ti', 'tin', 'justin', 'th']",380040,499969,2021-06-10,0.31556941374592146,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
314,395,2021-06-08T16:00:31Z,2021-06-09,merrelltwins,Twin Telepathy Test in Different Rooms! *kinda creepy* - Merrell Twins,"['twin', 'telepathy', 'test', 'different', 'rooms', 'kinda', 'creepy', 'merrell', 'twins']",Youtuber,"['rel', 'el', 'twi', 'err', 'twin', 'er', 'ell', 'mer', 'win', 'wi']",280580,378055,2021-06-10,0.3474053745812246,0.0,4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
315,396,2021-06-08T19:58:49Z,2021-06-09,AnthonyPadilla,I spent a day with DREAM,"['spent', 'day', 'dream']",Youtuber,"['ho', 'pa', 'hon', 'ill', 'anthony', 'di', 'dill', 'tho', 'ad', 'ant', 'thon', 'la', 'pad', 'th', 'nth']",1912474,3825681,2021-06-11,1.0003832731843674,0.4084,-2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,negative
316,399,2021-06-09T02:18:56Z,2021-06-09,•Rxsalëë•łoves•Beę’s•,OMGOMGNGJEBAVBANSVDVSBSBSV (I get too excited for these things ;v;),"['omgomgngjebavbansvdvsbsbsv', 'excited', 'things', 'v']",Youtuber,"['es', 'al', 'sal', 'sa']",2005802,3724995,2021-06-10,0.8571100238208956,0.34,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.2, 'positive': 0.2, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.2, 'anticipation': 0.2}",positive,neutral
317,400,2021-06-09T08:58:12Z,2021-06-09,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,"['twice', 'alcoholfree', 'mv']",Traditional Media,"['ta', 'ai', 'entertainment', 'tai', 'er', 'te', 'enter', 'entertain', 'en', 'tain', 'men', 'ment']",12793485,109484459,2021-06-26,7.5578291607017185,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
318,401,2021-06-09T15:00:14Z,2021-06-09,Battlefield,Battlefield 2042 Official Reveal Trailer (ft. 2WEI),"['battlefield', 'official', 'reveal', 'trailer', 'ft', 'wei']",Trailer,"['el', 'fi', 'ba', 'eld', 'field', 'fie', 'bat', 'battle', 'ie', 'batt']",4701133,16013986,2021-06-23,2.4064099016130798,-0.3818,-1.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",negative,negative
319,402,2021-06-08T20:55:29Z,2021-06-09,Tom Simons,I Bought A Water Park,"['bought', 'water', 'park']",Youtuber,"['om', 'si', 'sim', 'ons', 'mon', 'mo', 'tom', 'simon']",3460512,6200451,2021-06-11,0.7917727203373374,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
320,405,2021-06-09T20:23:57Z,2021-06-09,ItsOwen,kid shoots dad after he takes PS5..,"['kid', 'shoots', 'dad', 'takes', 'ps']",Traditional Media,"['ow', 'sow', 'wen', 'owen', 'en', 'owe']",1410373,1529629,2021-06-10,0.08455635495007349,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
321,406,2021-06-08T17:00:29Z,2021-06-09,mau,I Busted 1.17 Minecraft Myths..,"['busted', 'minecraft', 'myths']",Youtuber,['ma'],420747,513288,2021-06-10,0.21994452723370575,0.0,0.0,"{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
322,408,2021-06-08T17:30:08Z,2021-06-09,brian david gilbert,MY WEIRD ICE CREAMS: a cooking video,"['weird', 'ice', 'creams', 'cooking', 'video']",Music,"['brian', 'gi', 'bert', 'david', 'id', 'avid', 'er', 'ria', 'gilbert', 'ber', 'ian', 'da', 'gil']",346225,431024,2021-06-10,0.24492454328832405,-0.34700000000000003,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.5, 'joy': 0.0}",negative,positive
323,409,2021-06-09T02:29:14Z,2021-06-10,TheMasterForever,Dream mask (clean),"['dream', 'mask', 'clean']",Youtuber,"['ast', 'em', 'st', 'fore', 'rev', 'aster', 'master', 'ma', 'reve', 'forever', 'mas', 'thema', 'te', 'rever', 'th', 'fo', 'ore', 'hem', 'mast', 'er', 'eve']",3064366,3485040,2021-06-10,0.13727929366139685,0.25,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.3333333333333333}",positive,neutral
